Location,Status,Prosto,Na voljo,Datum
PH Kolezija,Prosto,51,80,2025-04-14 16:14
Pokopališče Polje,Prosto,13,39,2025-04-14 16:14
Povšetova ulica,Prosto,43,81,2025-04-14 16:14
Sanatorij Emona,Zasedeno,0,25,2025-04-14 16:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 16:14
Tivoli I.,Prosto,110,351,2025-04-14 16:14
Tivoli II.,Prosto,113,159,2025-04-14 16:14
Trg mladinskih delovnih brigad,Skoraj polno,2,26,2025-04-14 16:14
Trg prekomorskih brigad,Skoraj polno,11,61,2025-04-14 16:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 16:14
Žale I.,Prosto,77,125,2025-04-14 16:14
Žale II.,Prosto,54,80,2025-04-14 16:14
Žale III.,Prosto,44,83,2025-04-14 16:14
Žale IV.,Prosto,66,78,2025-04-14 16:14
Žale V.,Prosto,245,100,2025-04-14 16:14
P+R Ježica,Odprto,,,2025-04-14 16:14
P+R Stanežiče,Odprto,,,2025-04-14 16:14
ŠRC Stožice,Prosto,/,509,2025-04-14 16:14
Tacen,Prosto,/,/,2025-04-14 16:14
Bratislavska,Prosto,/,/,2025-04-14 16:14
BS4,Prosto,22,100,2025-04-14 16:14
PH Rog,Prosto,22,80,2025-04-14 16:14
P+R Letališka,Odprto,,,2025-04-14 16:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 16:14
Bežigrad,Prosto,32,64,2025-04-14 16:30
Dolenjska cesta (Strelišče),Prosto,54,67,2025-04-14 16:30
Gosarjeva ulica,Skoraj polno,1,190,2025-04-14 16:30
Gospodarsko razstavišče,Prosto,280,400,2025-04-14 16:30
Komanova ulica,Zasedeno,/,55,2025-04-14 16:30
PH Kongresni trg,Skoraj polno,80,720,2025-04-14 16:30
Kozolec,Skoraj polno,61,394,2025-04-14 16:30
Kranjčeva ulica,Prosto,90,117,2025-04-14 16:30
Linhartova,Prosto,108,50,2025-04-14 16:30
Metelkova ulica,Skoraj polno,9,89,2025-04-14 16:30
Mirje,Prosto,43,107,2025-04-14 16:30
P+R Barje,Odprto,,,2025-04-14 16:30
P+R Dolgi Most,Odprto,,,2025-04-14 16:30
P+R Studenec,Odprto,,,2025-04-14 16:30
PH Kolezija,Prosto,52,80,2025-04-14 16:30
Pokopališče Polje,Prosto,12,39,2025-04-14 16:30
Povšetova ulica,Prosto,47,81,2025-04-14 16:30
Sanatorij Emona,Zasedeno,0,25,2025-04-14 16:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 16:30
Tivoli I.,Prosto,114,351,2025-04-14 16:30
Tivoli II.,Prosto,117,159,2025-04-14 16:30
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-14 16:30
Trg prekomorskih brigad,Skoraj polno,11,61,2025-04-14 16:30
Štembalova ulica,Zasedeno,/,155,2025-04-14 16:30
Žale I.,Prosto,81,125,2025-04-14 16:30
Žale II.,Prosto,55,80,2025-04-14 16:30
Žale III.,Prosto,45,83,2025-04-14 16:30
Žale IV.,Prosto,68,78,2025-04-14 16:30
Žale V.,Prosto,258,100,2025-04-14 16:30
P+R Ježica,Odprto,,,2025-04-14 16:30
P+R Stanežiče,Odprto,,,2025-04-14 16:30
ŠRC Stožice,Prosto,/,509,2025-04-14 16:30
Tacen,Prosto,/,/,2025-04-14 16:30
Bratislavska,Prosto,/,/,2025-04-14 16:30
BS4,Skoraj polno,8,100,2025-04-14 16:30
PH Rog,Prosto,17,80,2025-04-14 16:30
P+R Letališka,Odprto,,,2025-04-14 16:30
Parkirišče PH Ilirija,Odprto,,,2025-04-14 16:30
Bežigrad,Prosto,33,64,2025-04-14 16:44
Dolenjska cesta (Strelišče),Prosto,43,67,2025-04-14 16:44
Gosarjeva ulica,Zasedeno,0,190,2025-04-14 16:44
Gospodarsko razstavišče,Prosto,307,400,2025-04-14 16:44
Komanova ulica,Zasedeno,/,55,2025-04-14 16:44
PH Kongresni trg,Skoraj polno,79,720,2025-04-14 16:44
Kozolec,Skoraj polno,70,394,2025-04-14 16:44
Kranjčeva ulica,Prosto,91,117,2025-04-14 16:44
Linhartova,Prosto,107,50,2025-04-14 16:44
Metelkova ulica,Skoraj polno,9,89,2025-04-14 16:44
Mirje,Prosto,47,107,2025-04-14 16:44
P+R Barje,Odprto,,,2025-04-14 16:44
P+R Dolgi Most,Odprto,,,2025-04-14 16:44
P+R Studenec,Odprto,,,2025-04-14 16:44
PH Kolezija,Prosto,52,80,2025-04-14 16:44
Pokopališče Polje,Prosto,25,39,2025-04-14 16:44
Povšetova ulica,Prosto,46,81,2025-04-14 16:44
Sanatorij Emona,Zasedeno,0,25,2025-04-14 16:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 16:44
Tivoli I.,Prosto,108,351,2025-04-14 16:44
Tivoli II.,Prosto,125,159,2025-04-14 16:44
Trg mladinskih delovnih brigad,Skoraj polno,2,26,2025-04-14 16:44
Trg prekomorskih brigad,Skoraj polno,7,61,2025-04-14 16:44
Štembalova ulica,Zasedeno,/,155,2025-04-14 16:44
Žale I.,Prosto,82,125,2025-04-14 16:44
Žale II.,Prosto,55,80,2025-04-14 16:44
Žale III.,Prosto,45,83,2025-04-14 16:44
Žale IV.,Prosto,72,78,2025-04-14 16:44
Žale V.,Prosto,259,100,2025-04-14 16:44
P+R Ježica,Odprto,,,2025-04-14 16:44
P+R Stanežiče,Odprto,,,2025-04-14 16:44
ŠRC Stožice,Prosto,/,509,2025-04-14 16:44
Tacen,Prosto,/,/,2025-04-14 16:44
Bratislavska,Prosto,/,/,2025-04-14 16:44
BS4,Skoraj polno,3,100,2025-04-14 16:44
PH Rog,Skoraj polno,14,80,2025-04-14 16:44
P+R Letališka,Odprto,,,2025-04-14 16:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 16:44
Bežigrad,Prosto,31,64,2025-04-14 17:00
Dolenjska cesta (Strelišče),Prosto,38,67,2025-04-14 17:00
Gosarjeva ulica,Skoraj polno,4,190,2025-04-14 17:00
Gospodarsko razstavišče,Prosto,329,400,2025-04-14 17:00
Komanova ulica,Zasedeno,/,55,2025-04-14 17:00
PH Kongresni trg,Skoraj polno,77,720,2025-04-14 17:00
Kozolec,Skoraj polno,75,394,2025-04-14 17:00
Kranjčeva ulica,Prosto,90,117,2025-04-14 17:00
Linhartova,Prosto,105,50,2025-04-14 17:00
Metelkova ulica,Skoraj polno,1,89,2025-04-14 17:00
Mirje,Prosto,54,107,2025-04-14 17:00
P+R Barje,Odprto,,,2025-04-14 17:00
P+R Dolgi Most,Odprto,,,2025-04-14 17:00
P+R Studenec,Odprto,,,2025-04-14 17:00
PH Kolezija,Prosto,53,80,2025-04-14 17:00
Pokopališče Polje,Prosto,27,39,2025-04-14 17:00
Povšetova ulica,Prosto,44,81,2025-04-14 17:00
Sanatorij Emona,Zasedeno,0,25,2025-04-14 17:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 17:00
Tivoli I.,Prosto,100,351,2025-04-14 17:00
Tivoli II.,Prosto,127,159,2025-04-14 17:00
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-14 17:00
Trg prekomorskih brigad,Skoraj polno,5,61,2025-04-14 17:00
Štembalova ulica,Zasedeno,/,155,2025-04-14 17:00
Žale I.,Prosto,71,125,2025-04-14 17:00
Žale II.,Prosto,54,80,2025-04-14 17:00
Žale III.,Prosto,46,83,2025-04-14 17:00
Žale IV.,Prosto,75,78,2025-04-14 17:00
Žale V.,Prosto,265,100,2025-04-14 17:00
P+R Ježica,Odprto,,,2025-04-14 17:00
P+R Stanežiče,Odprto,,,2025-04-14 17:00
ŠRC Stožice,Prosto,/,509,2025-04-14 17:00
Tacen,Prosto,/,/,2025-04-14 17:00
Bratislavska,Prosto,/,/,2025-04-14 17:00
BS4,Skoraj polno,1,100,2025-04-14 17:00
PH Rog,Skoraj polno,14,80,2025-04-14 17:00
P+R Letališka,Odprto,,,2025-04-14 17:00
Parkirišče PH Ilirija,Odprto,,,2025-04-14 17:00
Bežigrad,Prosto,38,64,2025-04-14 17:14
Dolenjska cesta (Strelišče),Prosto,36,67,2025-04-14 17:14
Gosarjeva ulica,Skoraj polno,2,190,2025-04-14 17:14
Gospodarsko razstavišče,Prosto,343,400,2025-04-14 17:14
Komanova ulica,Zasedeno,/,55,2025-04-14 17:14
PH Kongresni trg,Skoraj polno,69,720,2025-04-14 17:14
Kozolec,Skoraj polno,73,394,2025-04-14 17:14
Kranjčeva ulica,Prosto,90,117,2025-04-14 17:14
Linhartova,Prosto,105,50,2025-04-14 17:14
Metelkova ulica,Prosto,21,89,2025-04-14 17:14
Mirje,Prosto,55,107,2025-04-14 17:14
P+R Barje,Odprto,,,2025-04-14 17:14
P+R Dolgi Most,Odprto,,,2025-04-14 17:14
P+R Studenec,Odprto,,,2025-04-14 17:14
PH Kolezija,Prosto,55,80,2025-04-14 17:14
Pokopališče Polje,Prosto,34,39,2025-04-14 17:14
Povšetova ulica,Prosto,47,81,2025-04-14 17:14
Sanatorij Emona,Zasedeno,0,25,2025-04-14 17:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 17:14
Tivoli I.,Prosto,109,351,2025-04-14 17:14
Tivoli II.,Prosto,126,159,2025-04-14 17:14
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-14 17:14
Trg prekomorskih brigad,Skoraj polno,1,61,2025-04-14 17:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 17:14
Žale I.,Prosto,79,125,2025-04-14 17:14
Žale II.,Prosto,57,80,2025-04-14 17:14
Žale III.,Prosto,45,83,2025-04-14 17:14
Žale IV.,Prosto,76,78,2025-04-14 17:14
Žale V.,Prosto,269,100,2025-04-14 17:14
P+R Ježica,Odprto,,,2025-04-14 17:14
P+R Stanežiče,Odprto,,,2025-04-14 17:14
ŠRC Stožice,Prosto,/,509,2025-04-14 17:14
Tacen,Prosto,/,/,2025-04-14 17:14
Bratislavska,Prosto,/,/,2025-04-14 17:14
BS4,Zasedeno,0,100,2025-04-14 17:14
PH Rog,Skoraj polno,12,80,2025-04-14 17:14
P+R Letališka,Odprto,,,2025-04-14 17:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 17:14
Bežigrad,Prosto,42,64,2025-04-14 17:30
Dolenjska cesta (Strelišče),Prosto,28,67,2025-04-14 17:30
Gosarjeva ulica,Skoraj polno,5,190,2025-04-14 17:30
Gospodarsko razstavišče,Prosto,356,400,2025-04-14 17:30
Komanova ulica,Zasedeno,/,55,2025-04-14 17:30
PH Kongresni trg,Skoraj polno,72,720,2025-04-14 17:30
Kozolec,Skoraj polno,74,394,2025-04-14 17:30
Kranjčeva ulica,Prosto,94,117,2025-04-14 17:30
Linhartova,Prosto,110,50,2025-04-14 17:30
Metelkova ulica,Prosto,23,89,2025-04-14 17:30
Mirje,Prosto,60,107,2025-04-14 17:30
P+R Barje,Odprto,,,2025-04-14 17:30
P+R Dolgi Most,Odprto,,,2025-04-14 17:30
P+R Studenec,Odprto,,,2025-04-14 17:30
PH Kolezija,Prosto,55,80,2025-04-14 17:30
Pokopališče Polje,Prosto,35,39,2025-04-14 17:30
Povšetova ulica,Prosto,48,81,2025-04-14 17:30
Sanatorij Emona,Zasedeno,0,25,2025-04-14 17:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 17:30
Tivoli I.,Prosto,111,351,2025-04-14 17:30
Tivoli II.,Prosto,117,159,2025-04-14 17:30
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-14 17:30
Trg prekomorskih brigad,Skoraj polno,2,61,2025-04-14 17:30
Štembalova ulica,Zasedeno,/,155,2025-04-14 17:30
Žale I.,Prosto,77,125,2025-04-14 17:30
Žale II.,Prosto,56,80,2025-04-14 17:30
Žale III.,Prosto,45,83,2025-04-14 17:30
Žale IV.,Prosto,77,78,2025-04-14 17:30
Žale V.,Prosto,270,100,2025-04-14 17:30
P+R Ježica,Odprto,,,2025-04-14 17:30
P+R Stanežiče,Odprto,,,2025-04-14 17:30
ŠRC Stožice,Prosto,/,509,2025-04-14 17:30
Tacen,Prosto,/,/,2025-04-14 17:30
Bratislavska,Prosto,/,/,2025-04-14 17:30
BS4,Skoraj polno,3,100,2025-04-14 17:30
PH Rog,Skoraj polno,11,80,2025-04-14 17:30
P+R Letališka,Odprto,,,2025-04-14 17:30
Parkirišče PH Ilirija,Odprto,,,2025-04-14 17:30
Bežigrad,Prosto,41,64,2025-04-14 17:44
Dolenjska cesta (Strelišče),Prosto,29,67,2025-04-14 17:44
Gosarjeva ulica,Skoraj polno,9,190,2025-04-14 17:44
Gospodarsko razstavišče,Prosto,362,400,2025-04-14 17:44
Komanova ulica,Zasedeno,/,55,2025-04-14 17:44
PH Kongresni trg,Skoraj polno,70,720,2025-04-14 17:44
Kozolec,Prosto,79,394,2025-04-14 17:44
Kranjčeva ulica,Prosto,95,117,2025-04-14 17:44
Linhartova,Prosto,110,50,2025-04-14 17:44
Metelkova ulica,Prosto,27,89,2025-04-14 17:44
Mirje,Prosto,67,107,2025-04-14 17:44
P+R Barje,Odprto,,,2025-04-14 17:44
P+R Dolgi Most,Odprto,,,2025-04-14 17:44
P+R Studenec,Odprto,,,2025-04-14 17:44
PH Kolezija,Prosto,56,80,2025-04-14 17:44
Pokopališče Polje,Prosto,34,39,2025-04-14 17:44
Povšetova ulica,Prosto,49,81,2025-04-14 17:44
Sanatorij Emona,Skoraj polno,1,25,2025-04-14 17:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 17:44
Tivoli I.,Prosto,105,351,2025-04-14 17:44
Tivoli II.,Prosto,122,159,2025-04-14 17:44
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-14 17:44
Trg prekomorskih brigad,Skoraj polno,5,61,2025-04-14 17:44
Štembalova ulica,Zasedeno,/,155,2025-04-14 17:44
Žale I.,Prosto,68,125,2025-04-14 17:44
Žale II.,Prosto,55,80,2025-04-14 17:44
Žale III.,Prosto,46,83,2025-04-14 17:44
Žale IV.,Prosto,77,78,2025-04-14 17:44
Žale V.,Prosto,268,100,2025-04-14 17:44
P+R Ježica,Odprto,,,2025-04-14 17:44
P+R Stanežiče,Odprto,,,2025-04-14 17:44
ŠRC Stožice,Prosto,/,509,2025-04-14 17:44
Tacen,Prosto,/,/,2025-04-14 17:44
Bratislavska,Prosto,/,/,2025-04-14 17:44
BS4,Skoraj polno,6,100,2025-04-14 17:44
PH Rog,Skoraj polno,10,80,2025-04-14 17:44
P+R Letališka,Odprto,,,2025-04-14 17:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 17:44
Bežigrad,Prosto,39,64,2025-04-14 18:00
Dolenjska cesta (Strelišče),Prosto,33,67,2025-04-14 18:00
Gosarjeva ulica,Skoraj polno,10,190,2025-04-14 18:00
Gospodarsko razstavišče,Prosto,349,400,2025-04-14 18:00
Komanova ulica,Zasedeno,/,55,2025-04-14 18:00
PH Kongresni trg,Skoraj polno,70,720,2025-04-14 18:00
Kozolec,Skoraj polno,76,394,2025-04-14 18:00
Kranjčeva ulica,Prosto,93,117,2025-04-14 18:00
Linhartova,Prosto,108,50,2025-04-14 18:00
Metelkova ulica,Prosto,36,89,2025-04-14 18:00
Mirje,Prosto,63,107,2025-04-14 18:00
P+R Barje,Odprto,,,2025-04-14 18:00
P+R Dolgi Most,Odprto,,,2025-04-14 18:00
P+R Studenec,Odprto,,,2025-04-14 18:00
PH Kolezija,Prosto,56,80,2025-04-14 18:00
Pokopališče Polje,Prosto,35,39,2025-04-14 18:00
Povšetova ulica,Prosto,51,81,2025-04-14 18:00
Sanatorij Emona,Zasedeno,0,25,2025-04-14 18:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 18:00
Tivoli I.,Prosto,92,351,2025-04-14 18:00
Tivoli II.,Prosto,111,159,2025-04-14 18:00
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-14 18:00
Trg prekomorskih brigad,Skoraj polno,8,61,2025-04-14 18:00
Štembalova ulica,Zasedeno,/,155,2025-04-14 18:00
Žale I.,Prosto,83,125,2025-04-14 18:00
Žale II.,Prosto,55,80,2025-04-14 18:00
Žale III.,Prosto,49,83,2025-04-14 18:00
Žale IV.,Prosto,77,78,2025-04-14 18:00
Žale V.,Prosto,268,100,2025-04-14 18:00
P+R Ježica,Odprto,,,2025-04-14 18:00
P+R Stanežiče,Odprto,,,2025-04-14 18:00
ŠRC Stožice,Prosto,/,509,2025-04-14 18:00
Tacen,Prosto,/,/,2025-04-14 18:00
Bratislavska,Prosto,/,/,2025-04-14 18:00
BS4,Skoraj polno,7,100,2025-04-14 18:00
PH Rog,Skoraj polno,8,80,2025-04-14 18:00
P+R Letališka,Odprto,,,2025-04-14 18:00
Parkirišče PH Ilirija,Odprto,,,2025-04-14 18:00
Bežigrad,Prosto,38,64,2025-04-14 18:14
Dolenjska cesta (Strelišče),Prosto,35,67,2025-04-14 18:14
Gosarjeva ulica,Skoraj polno,14,190,2025-04-14 18:14
Gospodarsko razstavišče,Prosto,377,400,2025-04-14 18:14
Komanova ulica,Zasedeno,/,55,2025-04-14 18:14
PH Kongresni trg,Skoraj polno,67,720,2025-04-14 18:14
Kozolec,Skoraj polno,75,394,2025-04-14 18:14
Kranjčeva ulica,Prosto,93,117,2025-04-14 18:14
Linhartova,Prosto,109,50,2025-04-14 18:14
Metelkova ulica,Prosto,36,89,2025-04-14 18:14
Mirje,Prosto,67,107,2025-04-14 18:14
P+R Barje,Odprto,,,2025-04-14 18:14
P+R Dolgi Most,Odprto,,,2025-04-14 18:14
P+R Studenec,Odprto,,,2025-04-14 18:14
PH Kolezija,Prosto,56,80,2025-04-14 18:14
Pokopališče Polje,Prosto,33,39,2025-04-14 18:14
Povšetova ulica,Prosto,51,81,2025-04-14 18:14
Sanatorij Emona,Skoraj polno,2,25,2025-04-14 18:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 18:14
Tivoli I.,Prosto,96,351,2025-04-14 18:14
Tivoli II.,Prosto,109,159,2025-04-14 18:14
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-14 18:14
Trg prekomorskih brigad,Skoraj polno,6,61,2025-04-14 18:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 18:14
Žale I.,Prosto,82,125,2025-04-14 18:14
Žale II.,Prosto,54,80,2025-04-14 18:14
Žale III.,Prosto,52,83,2025-04-14 18:14
Žale IV.,Prosto,77,78,2025-04-14 18:14
Žale V.,Prosto,270,100,2025-04-14 18:14
P+R Ježica,Odprto,,,2025-04-14 18:14
P+R Stanežiče,Odprto,,,2025-04-14 18:14
ŠRC Stožice,Prosto,/,509,2025-04-14 18:14
Tacen,Prosto,/,/,2025-04-14 18:14
Bratislavska,Prosto,/,/,2025-04-14 18:14
BS4,Skoraj polno,6,100,2025-04-14 18:14
PH Rog,Skoraj polno,7,80,2025-04-14 18:14
P+R Letališka,Odprto,,,2025-04-14 18:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 18:14
Bežigrad,Prosto,36,64,2025-04-14 18:30
Dolenjska cesta (Strelišče),Prosto,39,67,2025-04-14 18:30
Gosarjeva ulica,Skoraj polno,15,190,2025-04-14 18:30
Gospodarsko razstavišče,Prosto,373,400,2025-04-14 18:30
Komanova ulica,Zasedeno,/,55,2025-04-14 18:30
PH Kongresni trg,Skoraj polno,57,720,2025-04-14 18:30
Kozolec,Skoraj polno,69,394,2025-04-14 18:30
Kranjčeva ulica,Prosto,90,117,2025-04-14 18:30
Linhartova,Prosto,112,50,2025-04-14 18:30
Metelkova ulica,Prosto,39,89,2025-04-14 18:30
Mirje,Prosto,68,107,2025-04-14 18:30
P+R Barje,Odprto,,,2025-04-14 18:30
P+R Dolgi Most,Odprto,,,2025-04-14 18:30
P+R Studenec,Odprto,,,2025-04-14 18:30
PH Kolezija,Prosto,56,80,2025-04-14 18:30
Pokopališče Polje,Prosto,33,39,2025-04-14 18:30
Povšetova ulica,Prosto,51,81,2025-04-14 18:30
Sanatorij Emona,Skoraj polno,1,25,2025-04-14 18:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 18:30
Tivoli I.,Prosto,106,351,2025-04-14 18:30
Tivoli II.,Prosto,109,159,2025-04-14 18:30
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-14 18:30
Trg prekomorskih brigad,Skoraj polno,12,61,2025-04-14 18:30
Štembalova ulica,Zasedeno,/,155,2025-04-14 18:30
Žale I.,Prosto,81,125,2025-04-14 18:30
Žale II.,Prosto,54,80,2025-04-14 18:30
Žale III.,Prosto,54,83,2025-04-14 18:30
Žale IV.,Prosto,77,78,2025-04-14 18:30
Žale V.,Prosto,269,100,2025-04-14 18:30
P+R Ježica,Odprto,,,2025-04-14 18:30
P+R Stanežiče,Odprto,,,2025-04-14 18:30
ŠRC Stožice,Prosto,/,509,2025-04-14 18:30
Tacen,Prosto,/,/,2025-04-14 18:30
Bratislavska,Prosto,/,/,2025-04-14 18:30
BS4,Skoraj polno,10,100,2025-04-14 18:30
PH Rog,Skoraj polno,11,80,2025-04-14 18:30
P+R Letališka,Odprto,,,2025-04-14 18:30
Parkirišče PH Ilirija,Odprto,,,2025-04-14 18:30
Bežigrad,Prosto,40,64,2025-04-14 18:44
Dolenjska cesta (Strelišče),Prosto,39,67,2025-04-14 18:44
Gosarjeva ulica,Skoraj polno,17,190,2025-04-14 18:44
Gospodarsko razstavišče,Prosto,383,400,2025-04-14 18:44
Komanova ulica,Zasedeno,/,55,2025-04-14 18:44
PH Kongresni trg,Skoraj polno,55,720,2025-04-14 18:44
Kozolec,Skoraj polno,71,394,2025-04-14 18:44
Kranjčeva ulica,Prosto,92,117,2025-04-14 18:44
Linhartova,Prosto,114,50,2025-04-14 18:44
Metelkova ulica,Prosto,40,89,2025-04-14 18:44
Mirje,Prosto,70,107,2025-04-14 18:44
P+R Barje,Odprto,,,2025-04-14 18:44
P+R Dolgi Most,Odprto,,,2025-04-14 18:44
P+R Studenec,Odprto,,,2025-04-14 18:44
PH Kolezija,Prosto,59,80,2025-04-14 18:44
Pokopališče Polje,Prosto,35,39,2025-04-14 18:44
Povšetova ulica,Prosto,53,81,2025-04-14 18:44
Sanatorij Emona,Skoraj polno,2,25,2025-04-14 18:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 18:44
Tivoli I.,Prosto,125,351,2025-04-14 18:44
Tivoli II.,Prosto,120,159,2025-04-14 18:44
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-14 18:44
Trg prekomorskih brigad,Skoraj polno,11,61,2025-04-14 18:44
Štembalova ulica,Zasedeno,/,155,2025-04-14 18:44
Žale I.,Prosto,79,125,2025-04-14 18:44
Žale II.,Prosto,52,80,2025-04-14 18:44
Žale III.,Prosto,55,83,2025-04-14 18:44
Žale IV.,Prosto,77,78,2025-04-14 18:44
Žale V.,Prosto,273,100,2025-04-14 18:44
P+R Ježica,Odprto,,,2025-04-14 18:44
P+R Stanežiče,Odprto,,,2025-04-14 18:44
ŠRC Stožice,Prosto,/,509,2025-04-14 18:44
Tacen,Prosto,/,/,2025-04-14 18:44
Bratislavska,Prosto,/,/,2025-04-14 18:44
BS4,Skoraj polno,10,100,2025-04-14 18:44
PH Rog,Skoraj polno,12,80,2025-04-14 18:44
P+R Letališka,Odprto,,,2025-04-14 18:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 18:44
Bežigrad,Prosto,42,64,2025-04-14 19:00
Dolenjska cesta (Strelišče),Prosto,44,67,2025-04-14 19:00
Gosarjeva ulica,Skoraj polno,18,190,2025-04-14 19:00
Gospodarsko razstavišče,Prosto,381,400,2025-04-14 19:00
Komanova ulica,Zasedeno,/,55,2025-04-14 19:00
PH Kongresni trg,Skoraj polno,45,720,2025-04-14 19:00
Kozolec,Skoraj polno,70,394,2025-04-14 19:00
Kranjčeva ulica,Prosto,89,117,2025-04-14 19:00
Linhartova,Prosto,114,50,2025-04-14 19:00
Metelkova ulica,Prosto,40,89,2025-04-14 19:00
Mirje,Prosto,73,107,2025-04-14 19:00
P+R Barje,Odprto,,,2025-04-14 19:00
P+R Dolgi Most,Odprto,,,2025-04-14 19:00
P+R Studenec,Odprto,,,2025-04-14 19:00
PH Kolezija,Prosto,59,80,2025-04-14 19:00
Pokopališče Polje,Prosto,34,39,2025-04-14 19:00
Povšetova ulica,Prosto,56,81,2025-04-14 19:00
Sanatorij Emona,Skoraj polno,2,25,2025-04-14 19:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 19:00
Tivoli I.,Prosto,127,351,2025-04-14 19:00
Tivoli II.,Prosto,117,159,2025-04-14 19:00
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-14 19:00
Trg prekomorskih brigad,Skoraj polno,4,61,2025-04-14 19:00
Štembalova ulica,Zasedeno,/,155,2025-04-14 19:00
Žale I.,Prosto,76,125,2025-04-14 19:00
Žale II.,Prosto,51,80,2025-04-14 19:00
Žale III.,Prosto,55,83,2025-04-14 19:00
Žale IV.,Prosto,78,78,2025-04-14 19:00
Žale V.,Prosto,271,100,2025-04-14 19:00
P+R Ježica,Odprto,,,2025-04-14 19:00
P+R Stanežiče,Odprto,,,2025-04-14 19:00
ŠRC Stožice,Prosto,/,509,2025-04-14 19:00
Tacen,Prosto,/,/,2025-04-14 19:00
Bratislavska,Prosto,/,/,2025-04-14 19:00
BS4,Skoraj polno,14,100,2025-04-14 19:00
PH Rog,Skoraj polno,11,80,2025-04-14 19:00
P+R Letališka,Odprto,,,2025-04-14 19:00
Parkirišče PH Ilirija,Odprto,,,2025-04-14 19:00
Bežigrad,Prosto,40,64,2025-04-14 19:14
Dolenjska cesta (Strelišče),Prosto,49,67,2025-04-14 19:14
Gosarjeva ulica,Skoraj polno,18,190,2025-04-14 19:14
Gospodarsko razstavišče,Prosto,386,400,2025-04-14 19:14
Komanova ulica,Zasedeno,/,55,2025-04-14 19:14
PH Kongresni trg,Skoraj polno,44,720,2025-04-14 19:14
Kozolec,Skoraj polno,65,394,2025-04-14 19:14
Kranjčeva ulica,Prosto,88,117,2025-04-14 19:14
Linhartova,Prosto,114,50,2025-04-14 19:14
Metelkova ulica,Prosto,40,89,2025-04-14 19:14
Mirje,Prosto,73,107,2025-04-14 19:14
P+R Barje,Odprto,,,2025-04-14 19:14
P+R Dolgi Most,Odprto,,,2025-04-14 19:14
P+R Studenec,Odprto,,,2025-04-14 19:14
PH Kolezija,Prosto,60,80,2025-04-14 19:14
Pokopališče Polje,Prosto,34,39,2025-04-14 19:14
Povšetova ulica,Prosto,60,81,2025-04-14 19:14
Sanatorij Emona,Skoraj polno,2,25,2025-04-14 19:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 19:14
Tivoli I.,Prosto,136,351,2025-04-14 19:14
Tivoli II.,Prosto,117,159,2025-04-14 19:14
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-14 19:14
Trg prekomorskih brigad,Zasedeno,0,61,2025-04-14 19:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 19:14
Žale I.,Prosto,79,125,2025-04-14 19:14
Žale II.,Prosto,50,80,2025-04-14 19:14
Žale III.,Prosto,55,83,2025-04-14 19:14
Žale IV.,Prosto,77,78,2025-04-14 19:14
Žale V.,Prosto,275,100,2025-04-14 19:14
P+R Ježica,Odprto,,,2025-04-14 19:14
P+R Stanežiče,Odprto,,,2025-04-14 19:14
ŠRC Stožice,Prosto,/,509,2025-04-14 19:14
Tacen,Prosto,/,/,2025-04-14 19:14
Bratislavska,Prosto,/,/,2025-04-14 19:14
BS4,Prosto,20,100,2025-04-14 19:14
PH Rog,Prosto,17,80,2025-04-14 19:14
P+R Letališka,Odprto,,,2025-04-14 19:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 19:14
