Tarifni razred I.,,,,,,,
Sanatorij Emona  (Kolodvorska ulica),,P-1,pon.ned.,6.00-22.00 ure 22.00-6.00 ure (ni),"1,20",na uro,"2,00 na noč"
Metelkova ulica,,P-1,pon.-ned.,6.00-22.00 ure 22.00-6.00 ure (ni),"1,20",na uro,"2,00 na noč"
"",,P-1 AB**,pon-ned,(ni) (ni) mesečno,,,"45,00 na mesec"
Krekov trg,,P-1 AB**,pon-ned,(ni) (ni) mesečno,,,"45,00 na mesec"
Tarifni razred II:,,,,,,,
Bežigrad (Gospodarsko razstavišče),,P-2,pon.-ned.,7.00-19.00 ure 19.00 -7.00 ure (ni),"0,80",na uro,"2,00 na noč"
Mirje (Lepi pot),,P-2,pon.-ned.,7.00-19.00 ure 19.00 -7.00 ure (ni),"0,80",na uro,"2,00 na noč"
"",,P-1 AB**,pon-ned,(ni) (ni) mesečno,,,"45,00 na mesec"
Trg mladinskih delovnih brigad,,P-2,pon-ned.,7.00-19.00 ure 19.00-7.00 ure (ni),"0,80",,"2,00 na noč"
"",,P-2,pon.-petek,6.00-22.00 ure 22.00-6.00 ure (ni),"0,80",na uro,"2,00 na noč"
Tivoli I.* (park Tivoli),,B-1,pon.-ned.,6.00-22.00 ure (ni) (ni),"5,00",na uro,
"",,P-1 AB**,pon-ned,(ni) (ni) mesečno,,,"45,00 na mesec"
"",,P-2,pon.-petek,6.00-22.00 ure 22.00-6.00 ure (ni),"0,80",na uro,"2,00 na noč"
Tivoli II. * (hala Tivoli),,B-1,pon.-ned.,6.00-22.00 ure (ni) (ni),"5,00",na uro,(ni)
"",,P-1 AB**,pon-ned,(ni) (ni) mesečno,,,"45,00 na mesec"
BS/4. ( Dunajska cesta),,P-2,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure (ni),"0,80",na uro,"2,00 na noč"
"",,P-2 AB**,pon-ned,mesečno,,,"40,00 na mesec"
Tarifni razred III.,,,,,,,
"",,P-3,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure (ni),"0,70",prvi dve uri,"2,00 na noč"
Trg prekomorskih brigad,,,,,"0,70",vsaka naslednja,
"",,P-3 AB**,pon-ned,(ni) (ni) mesečno,,,"28,00 na mesec"
"Žale I. (glavni vhod)",,P-3,pon.-petek,7.00-19.00 ure (ni) (ni),"0,70",prvi dve uri,
"",,,,,"0,70",vsaka naslednja,
"",,P-3 AB**,pon-ned,(ni) (ni) mesečno,,,"28,00 na mesec"
"Žale II. (Šmartinski park)",,P-3,pon.-petek,7.00-19.00 ure (ni) (ni),"0,70",prvi dve uri,
"",,,,,"0,70",vsaka naslednja,
"",,P-3 AB**,pon-ned,(ni) (ni) mesečno,,,"28,00 na mesec"
"",,P-3,pon.-petek,7.00-19.00 ure (ni) (ni),"0,70",prvi dve uri,
"Žale III. (Zavod za rehabilitacijo invalidov)",,,,,"0,70",vsaka naslednja,
"",,P-3 AB**,pon-ned,(ni) mesečno,,,"28,00 na mesec"
"",,,,"ČAS, V KATEREM SE PARKIRNINA PLAČUJE",,,Cena parkirnine z DDV (v
"",,,,,,,EUR)
"",,TARIFNI,OBRATOVALNI,,,,
"",JAVNE PARKIRNE POVRŠINE,,,,DNEVNA CENA,,NOČNA CENA ENOTNA CENA
"",,RAZRED,ČAS,,,,
"",,,,DNEVNA TARIFA NOČNA TARIFA ENOTNA TARIFA,Z DDV,E/M,Z DDV E/M Z DDV E/M
"","1,","2,","3,","4, 5, 6,","7,","8,","9, 10, 11, 12,"
"Žale IV.  (Koželjeva cesta)",,P-3,pon.-petek,7.00-19.00 ure (ni) (ni),"0,70",prvi dve uri,
"",,,,,"0,70",vsaka naslednja,
"",,P-3 AB**,pon-ned,(ni) (ni) mesečno,,,"28,00 na mesec"
"Žale V. (Tomačevska cesta",,P-3,pon.-petek,7.00-19.00 ure (ni) (ni),"0,70",prvi dve uri,
"",,,,,"0,70",vsaka naslednja,
"",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Kranjčeva ulica (POP TV),P-3,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
"",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
"Štembalova ulica",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Gosarjeva ulica (FDV),P-3,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
"",P-3 AB L**,pon-ned,(ni) (ni),letno,,,,,,"28,00 na mesec"
Povšetova Ulica,P-3,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
"",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Slovenčeva ulica,P-3,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
"",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Dolenjska cesta (strelišče),P-3,pon.-ned.,6.00-22.00 ure 22.00-6.00 ure,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
"",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Tacen (Kajakaška cesta),P-3,pon.-ned.,6.00-22.00 ure 22.00-06.00,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
Pokopališče Polje (Zadobrovška cesta),P-3,pon.-petek,7.00-19.00 ure (ni),(ni),,"0,70",prvi dve uri,,,
"",,,,,,"0,70",vsaka naslednja,,,
"",P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Komanova ulica,P-3 AB**,pon-ned,(ni) (ni),mesečno,,,,,,"28,00 na mesec"
Pot Roberta Blinca,P-3,pon.-petek,7.00-19.00 ure (ni),(ni),,"0,70",prvi dve uri,,,
"",,,,,,"0,70",vsaka naslednja,,,
Pokopališče Vič (Viška cesta),P-3,pon.-petek,7.00-19.00 ure (ni),(ni),,"0,70",prvi dve uri,,,
"",,,,,,"0,70",vsaka naslednja,,,
Bokalci (Cesta na Bokalce),P-3,pon.-petek,7.00-19.00 ure (ni),(ni),,"0,70",prvi dve uri,,,
"",,,,,,"0,70",vsaka naslednja,,,
ZOO (Večna pot),P-3,pon.-ned.,7.00-19.00 ure 19.00-7.00 ure,(ni),,"0,70",prvi dve uri,"2,00",na noč,
"",,,,,,"0,70",vsaka naslednja,,,
P+R,,,,,,,,,,
"",P+R,pon.-ned.,(ni) (ni),24 ur od nakupa,,(ni),,(ni),(ni),"1,30 za 24 ur"
"",P-osebni,pon.-ned.,(ni) (ni),za 1 dan do,,"5,00",za 24 ur ali en dan,(ni),(ni),
P+R Dolgi most (Tržaška cesta),,,,največ 7 dni,,,,,,
"",P-BV-3,pon.-ned.,(ni) (ni),za 1 dan do,,"10,00",za 24 ur ali en dan,(ni),(ni),
"",,,,največ 7 dni,,,,,,
"",B-2,pon.-ned.,7.00-19.00 ure (ni),,,"3,00",na uro,(ni),(ni),
P+R Ježica (Obvozna cesta),P+R,pon.-ned.,(ni) (ni),24 ur od nakupa,,(ni),,,,"1,30 za 24 ur"
"",P+R,pon.-ned.,(ni) (ni),24 ur od nakupa,,(ni),,,,"1,30 za 24 ur"
"",P-osebni,pon.-ned.,(ni) (ni),za 1 dan do,,"5,00",za 24 ur ali en dan,(ni),(ni),
P+R Barje (Barjanska cesta),,,,največ 7 dni,,,,,,
"",P-BV-3,pon.-ned.,(ni) (ni),za 1 dan do,,"10,00",za 24 ur ali en dan,(ni),(ni),
"",,,,največ 7 dni,,,,,,
"",B-2,pon.-ned.,7.00-19.00 ure (ni),,,"3,00",na uro,(ni),(ni),
"ŠRC Stožice*  (parkirna hiša)(Cesta Janeza Porente –",P+R,pon.-ned.,(ni) (ni),24 ur od nakupa,,(ni),,,,"1,30 za 24 ur"
vhod 5 ali Štajerska cesta – vhod – 1),H-1(B),pon-ned,7.00-19.00 ure 19.00-7.00 ure,(ni),,"1,20",na uro,"2,00",na noč,
"",B-2,pon-ned,7.00-19.00 ure (ni),(ni),,"3,00",na uro,,,
"",P-2 AB**,pon-ned,(ni) (ni),mesečno,,(ni),,,,"40,00 na mesec"
"",,,"ČAS, V KATEREM SE PARKIRNINA PLAČUJE",,,,,,,Cena parkirnine z DDV (v
"",,,,,,,,,,EUR)
JAVNE PARKIRNE POVRŠINE,,,,,,,,,,
"",TARIFNI,OBRATOVALNI,,,,,,,,
"",RAZRED,ČAS,DNEVNA TARIFA NOČNA TARIFA,ENOTNA TARIFA,,DNEVNA CENA,E/M,NOČNA CENA,E/M,ENOTNA CENA E/M
"1, 2,","3,","4,","5,","6,","7,","8,","9,","10,","11,",,"12,"
P+R  Studenec (parkirna hiša) P+R,pon.-ned.,(ni),(ni),24 ur od nakupa,(ni),,(ni),(ni),"1,30",,za 24 ur
P-1 AB**,pon-ned,(ni),(ni),mesečno,(ni),,,,"45,00",,na mesec
P+R,pon.-ned.,(ni),(ni),24 ur od nakupa,(ni),,,,"1,30",,za 24 ur
P+R Stanežiče,,,,,,,,,,,
P-osebni,pon.-ned.,(ni),(ni),za 1 dan do,"5,00",za 24 ur ali en dan,(ni),(ni),,,
P-BV-3,pon.-ned.,(ni),(ni),nza jv1e dča 7n  dnoi,"10,00",za 24 ur ali en dan,(ni),(ni),,,
P+R Letališka P+R,pon.-ned.,(ni),(ni),24 ur noadj vneačk u7p dani,(ni),,,,"1,30",,za 24 ur
Trg osvobodilne fronte SH-1,pon.-ned.,(ni),(ni),,,,,,"80,00",,na mesec
Parkirna hiša Kozolec,,,,,,,,,,,
Osebni avto H-1,pon.-ned.,7.00-19.00 ure,19.00-7.00 ure,(ni),"1,50",,"2,00",na noč,(ni),,
Abonenti fizične osebe H-2,pon-ned,(ni),(ni),mesečno,,,,,"132,00",,na mesec
Abonenti pravne osebe H-3,pon-ned,(ni),(ni),mesečno,,,(ni),(ni),"220,00",,na mesec
Abonenti stanovalci H-4,pon-ned,(ni),(ni),mesečno,,,,,"70,00",,na mesec
Parkirna hiša Kongresni trg,,,,,,,,,,,
Osebni avto H-1 A,pon.-ned.,7.00-24.00 ure,24.00-7.00 ure,(ni),"1,70",Do 3 ure/na uro,"2,00",na noč,,,
"",,,,,"2,50",Nad 3 ure/na uro,,,,,
